,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len,3p_length,3p_bulges,3p_bulges_len,3p_basepair,3p_basepair_len
Cpo-Mir-126-P2-v3,23,6,0.2608695652173913,17,0.7391304347826086,23,3,0.13043478260869565,18,0.782608695652174
Dsi-Mir-978-v2,24,6,0.25,18,0.75,23,3,0.13043478260869565,18,0.782608695652174
Xla-Mir-130-P1a3,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Sto-Mir-10-P1c-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Bta-Mir-17-P1d,21,7,0.3333333333333333,14,0.6666666666666666,22,5,0.22727272727272727,15,0.6818181818181818
Hsa-Mir-430-P23,21,1,0.047619047619047616,20,0.9523809523809523,22,0,0.0,20,0.9090909090909091
Ete-Mir-3613,22,4,0.18181818181818182,18,0.8181818181818182,21,4,0.19047619047619047,15,0.7142857142857143
Cfa-Mir-28-P1,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Gga-Mir-1677-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Efe-Mir-2686-o2,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Aae-Mir-927-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Spt-Let-7-P2a1,22,5,0.22727272727272727,17,0.7727272727272727,21,4,0.19047619047619047,15,0.7142857142857143
Efe-Mir-216-P2,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Pbv-Mir-30-P1b,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Lpo-Bantam-P11,25,3,0.12,22,0.88,23,2,0.08695652173913043,19,0.8260869565217391
Sto-Mir-27-P3a,24,3,0.125,21,0.875,21,2,0.09523809523809523,17,0.8095238095238095
Rno-Mir-29-P1d5-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-362-P2-v2,27,6,0.2222222222222222,21,0.7777777777777778,23,2,0.08695652173913043,19,0.8260869565217391
Hsa-Mir-181-P2c,24,4,0.16666666666666666,20,0.8333333333333334,20,2,0.1,16,0.8
Sko-Mir-4818-P2,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Cpi-Mir-430-P1,23,6,0.2608695652173913,17,0.7391304347826086,23,4,0.17391304347826086,17,0.7391304347826086
Tni-Let-7-P2c2a,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Efe-Mir-96-P2n,24,5,0.20833333333333334,19,0.7916666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Sha-Mir-7373-o8c,23,8,0.34782608695652173,15,0.6521739130434783,21,3,0.14285714285714285,16,0.7619047619047619
Mmu-Mir-124-P3-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Efe-Mir-1997-P4,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Cpi-Mir-135-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Ovu-Novel-20-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mal-Mir-23-P1,21,2,0.09523809523809523,19,0.9047619047619048,22,4,0.18181818181818182,16,0.7272727272727273
Dya-Mir-315,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Spt-Mir-96-P2,24,8,0.3333333333333333,16,0.6666666666666666,21,4,0.19047619047619047,15,0.7142857142857143
Cpi-Mir-135-P4,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Mir-29-P1d3,24,4,0.16666666666666666,20,0.8333333333333334,23,2,0.08695652173913043,19,0.8260869565217391
Xla-Mir-34-P1b,23,2,0.08695652173913043,21,0.9130434782608695,23,4,0.17391304347826086,17,0.7391304347826086
Mmu-Mir-28-P3,23,5,0.21739130434782608,18,0.782608695652174,23,3,0.13043478260869565,18,0.782608695652174
Sko-Mir-4818-P7,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Dno-Let-7-P2c3,22,2,0.09090909090909091,20,0.9090909090909091,21,1,0.047619047619047616,18,0.8571428571428571
Lpo-Mir-71-P7,23,2,0.08695652173913043,21,0.9130434782608695,22,3,0.13636363636363635,17,0.7727272727272727
Lpo-Mir-124-P21,23,7,0.30434782608695654,16,0.6956521739130435,22,7,0.3181818181818182,13,0.5909090909090909
Lpo-Mir-375-P10,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Ami-Mir-489-v2,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Pma-Mir-199-o3,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Gmo-Mir-187,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Xtr-Novel-4,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-7373-o9a,23,6,0.2608695652173913,17,0.7391304347826086,21,6,0.2857142857142857,13,0.6190476190476191
Hsa-Mir-15-P2d,22,2,0.09090909090909091,20,0.9090909090909091,23,4,0.17391304347826086,17,0.7391304347826086
Ete-Mir-138-P2,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Loc-Mir-137-P3-v2,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Pma-Mir-7-o2,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-885,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Gmo-Mir-1788,22,4,0.18181818181818182,18,0.8181818181818182,21,0,0.0,19,0.9047619047619048
Oan-Mir-455,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Cpi-Mir-217-v1,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Ami-Mir-1-P2,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Ocu-Mir-671,24,4,0.16666666666666666,20,0.8333333333333334,21,1,0.047619047619047616,18,0.8571428571428571
Sha-Mir-126-P2-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,1,0.045454545454545456,19,0.8636363636363636
Tgu-Mir-1788,22,2,0.09090909090909091,20,0.9090909090909091,21,0,0.0,19,0.9047619047619048
Xla-Mir-17-P2a4,23,6,0.2608695652173913,17,0.7391304347826086,24,6,0.25,16,0.6666666666666666
Lpo-Let-7-P15,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Asu-Mir-2-o10,21,2,0.09523809523809523,19,0.9047619047619048,23,4,0.17391304347826086,17,0.7391304347826086
Mal-Mir-140-P1-v2,23,4,0.17391304347826086,19,0.8260869565217391,23,2,0.08695652173913043,19,0.8260869565217391
Hsa-Mir-3944,22,4,0.18181818181818182,18,0.8181818181818182,23,5,0.21739130434782608,16,0.6956521739130435
Dno-Mir-935-v2,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Loc-Mir-499,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Hsa-Mir-199-P1-v2,24,5,0.20833333333333334,19,0.7916666666666666,23,3,0.13043478260869565,18,0.782608695652174
Csc-Mir-29-P2,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Tgu-Mir-1388,22,5,0.22727272727272727,17,0.7727272727272727,23,5,0.21739130434782608,16,0.6956521739130435
Cfa-Mir-199-P1-v1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Esc-Mir-2-o21,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Ebu-Mir-133-P8-v2,22,6,0.2727272727272727,16,0.7272727272727273,21,4,0.19047619047619047,15,0.7142857142857143
Xla-Mir-30-P1b2,24,4,0.16666666666666666,20,0.8333333333333334,22,1,0.045454545454545456,19,0.8636363636363636
Pbv-Mir-96-P2,24,6,0.25,18,0.75,21,5,0.23809523809523808,14,0.6666666666666666
Loc-Mir-30-P2a,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-430-P2,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Cmi-Mir-281-v1,23,6,0.2608695652173913,17,0.7391304347826086,22,2,0.09090909090909091,18,0.8181818181818182
Cfa-Mir-92-P2a,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Cbr-Mir-2-o4,24,5,0.20833333333333334,19,0.7916666666666666,23,4,0.17391304347826086,17,0.7391304347826086
Tgu-Mir-204-P4,22,4,0.18181818181818182,18,0.8181818181818182,21,2,0.09523809523809523,17,0.8095238095238095
Xtr-Mir-15-P2a,21,3,0.14285714285714285,18,0.8571428571428571,22,2,0.09090909090909091,18,0.8181818181818182
Mun-Mir-92-P1a,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Lch-Mir-33-P1,21,1,0.047619047619047616,20,0.9523809523809523,21,2,0.09523809523809523,17,0.8095238095238095
Mal-Mir-1388,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Hme-Mir-33-P8,21,5,0.23809523809523808,16,0.7619047619047619,22,7,0.3181818181818182,13,0.5909090909090909
Aae-Mir-210-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Aca-Mir-192-P1,22,7,0.3181818181818182,15,0.6818181818181818,23,5,0.21739130434782608,16,0.6956521739130435
Mdo-Mir-92-P2c,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Hsa-Mir-214-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Mmu-Mir-15-P1a,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Mml-Mir-128-P2,23,5,0.21739130434782608,18,0.782608695652174,21,5,0.23809523809523808,14,0.6666666666666666
Cpo-Mir-12084,21,4,0.19047619047619047,17,0.8095238095238095,22,6,0.2727272727272727,14,0.6363636363636364
Bfl-Mir-4886,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Dre-Mir-375-P2,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Dsi-Mir-279-P1,26,7,0.2692307692307692,19,0.7307692307692307,22,2,0.09090909090909091,18,0.8181818181818182
Cfa-Mir-17-P1a,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Dno-Mir-142-P1-v3,23,4,0.17391304347826086,19,0.8260869565217391,23,1,0.043478260869565216,20,0.8695652173913043
Mdo-Mir-29-P1d-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Cmi-Mir-103-P4,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Csc-Iab-4-P7,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Ete-Mir-1298,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Lch-Mir-7147,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Rno-Mir-26-P1,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Pma-Mir-194-o1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Dme-Mir-193-P1-v1,22,6,0.2727272727272727,16,0.7272727272727273,22,4,0.18181818181818182,16,0.7272727272727273
Lan-Mir-1993,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Cbr-Mir-392,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-12087,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Loc-Mir-199-P3-v1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Bfl-Mir-22-o1c,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Sha-Mir-430-o23,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-10-P3c2,22,6,0.2727272727272727,16,0.7272727272727273,22,4,0.18181818181818182,16,0.7272727272727273
Mun-Mir-203-v1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Efe-Mir-193-P2d-v2,23,7,0.30434782608695654,16,0.6956521739130435,23,6,0.2608695652173913,15,0.6521739130434783
Mmu-Mir-3112,21,3,0.14285714285714285,18,0.8571428571428571,21,3,0.14285714285714285,16,0.7619047619047619
Loc-Mir-1788,22,4,0.18181818181818182,18,0.8181818181818182,21,1,0.047619047619047616,18,0.8571428571428571
Cpi-Mir-9588,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Mun-Mir-30-P2b,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Ocu-Mir-92-P2d,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Cli-Mir-33-P3,21,2,0.09523809523809523,19,0.9047619047619048,21,3,0.14285714285714285,16,0.7619047619047619
Cli-Mir-148-P1-as,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-493,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Oan-Mir-26-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Cpi-Mir-204-P1,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Mdo-Mir-15-P2c-v2,22,5,0.22727272727272727,17,0.7727272727272727,22,7,0.3181818181818182,13,0.5909090909090909
Tgu-Mir-199-P1-v2,24,6,0.25,18,0.75,23,3,0.13043478260869565,18,0.782608695652174
Rno-Mir-430-P7c,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-23-P2,21,2,0.09523809523809523,19,0.9047619047619048,23,3,0.13043478260869565,18,0.782608695652174
Dsi-Mir-960,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cel-Mir-279-o9,22,5,0.22727272727272727,17,0.7727272727272727,21,3,0.14285714285714285,16,0.7619047619047619
Hsa-Mir-452-v1,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Dma-Mir-317,21,2,0.09523809523809523,19,0.9047619047619048,25,5,0.2,18,0.72
Mmu-Mir-154-P20-v2,21,3,0.14285714285714285,18,0.8571428571428571,21,3,0.14285714285714285,16,0.7619047619047619
Pma-Mir-34-P3,22,3,0.13636363636363635,19,0.8636363636363636,21,1,0.047619047619047616,18,0.8571428571428571
Lch-Let-7-P2b4,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Ami-Mir-193-P1b,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Dno-Mir-1307,23,6,0.2608695652173913,17,0.7391304347826086,23,6,0.2608695652173913,15,0.6521739130434783
Dre-Mir-10-P1c1-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,3,0.14285714285714285,16,0.7619047619047619
Lch-Mir-145,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-2-P2b1,25,5,0.2,20,0.8,23,3,0.13043478260869565,18,0.782608695652174
Cpo-Mir-378,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-146-P4-v2,23,5,0.21739130434782608,18,0.782608695652174,21,2,0.09523809523809523,17,0.8095238095238095
Spt-Mir-15-P2b,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Csc-Mir-34-P19a,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Bta-Mir-29-P1b-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Hsa-Mir-506-P3,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Lch-Mir-1-P4,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Mml-Mir-8-P2b,22,2,0.09090909090909091,20,0.9090909090909091,23,2,0.08695652173913043,19,0.8260869565217391
Cel-Mir-1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Hme-Mir-2-P2d,22,2,0.09090909090909091,20,0.9090909090909091,23,3,0.13043478260869565,18,0.782608695652174
Tni-Mir-218-P3,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Loc-Mir-7-P2,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Cel-Mir-2-o3,22,4,0.18181818181818182,18,0.8181818181818182,23,4,0.17391304347826086,17,0.7391304347826086
Mal-Mir-181-P1c1,25,5,0.2,20,0.8,22,3,0.13636363636363635,17,0.7727272727272727
Cte-Mir-67,24,5,0.20833333333333334,19,0.7916666666666666,24,4,0.16666666666666666,18,0.75
Isc-Mir-137,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Cfa-Mir-383-v1,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Dme-Mir-276-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-1805,21,4,0.19047619047619047,17,0.8095238095238095,22,3,0.13636363636363635,17,0.7727272727272727
Cli-Mir-19-P2a,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Cpi-Mir-1397,22,5,0.22727272727272727,17,0.7727272727272727,21,4,0.19047619047619047,15,0.7142857142857143
Ovu-Mir-277,23,2,0.08695652173913043,21,0.9130434782608695,23,3,0.13043478260869565,18,0.782608695652174
Aae-Mir-2796,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Ocu-Mir-126-P2-v2,21,4,0.19047619047619047,17,0.8095238095238095,21,2,0.09523809523809523,17,0.8095238095238095
Sha-Mir-7373-o8g,23,8,0.34782608695652173,15,0.6521739130434783,21,3,0.14285714285714285,16,0.7619047619047619
Sha-Mir-199-P3-v2,24,4,0.16666666666666666,20,0.8333333333333334,23,3,0.13043478260869565,18,0.782608695652174
Mun-Mir-10-P2c,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Efe-Mir-2691-P1,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Xtr-Mir-430-o5d1,21,3,0.14285714285714285,18,0.8571428571428571,23,5,0.21739130434782608,16,0.6956521739130435
Cmi-Mir-92-P1a,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Bta-Mir-541,25,7,0.28,18,0.72,22,4,0.18181818181818182,16,0.7272727272727273
Pbv-Mir-10-P3d,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-19-P2c,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Cte-Mir-279-o13,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Cbr-Mir-2001,21,4,0.19047619047619047,17,0.8095238095238095,21,4,0.19047619047619047,15,0.7142857142857143
Mdo-Mir-150,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Mdo-Mir-30-P2a,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Dno-Mir-362-P1,24,5,0.20833333333333334,19,0.7916666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Mir-133-P1a-v1,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Cfa-Mir-146-P4,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Obi-Mir-1992,22,3,0.13636363636363635,19,0.8636363636363636,23,4,0.17391304347826086,17,0.7391304347826086
Bfl-Mir-4864,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Cte-Mir-315,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Gga-Mir-458-as,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Efe-Mir-1986,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Pmi-Mir-278,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Efe-Mir-31,23,5,0.21739130434782608,18,0.782608695652174,22,6,0.2727272727272727,14,0.6363636363636364
Bta-Mir-3432,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Hsa-Mir-154-P29,21,3,0.14285714285714285,18,0.8571428571428571,22,3,0.13636363636363635,17,0.7727272727272727
Obi-Novel-19,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Dsi-Mir-210-v1,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Cte-Mir-2-o37,22,2,0.09090909090909091,20,0.9090909090909091,23,4,0.17391304347826086,17,0.7391304347826086
Spt-Let-7-P2b4,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Dma-Mir-10-P1-v1,22,4,0.18181818181818182,18,0.8181818181818182,23,4,0.17391304347826086,17,0.7391304347826086
Xtr-Mir-430-o5a12,21,3,0.14285714285714285,18,0.8571428571428571,23,5,0.21739130434782608,16,0.6956521739130435
Bfl-Mir-210,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Lch-Mir-8-P3a,21,3,0.14285714285714285,18,0.8571428571428571,22,4,0.18181818181818182,16,0.7272727272727273
Lch-Mir-27-P1,24,4,0.16666666666666666,20,0.8333333333333334,21,0,0.0,19,0.9047619047619048
