,G,Y,m
Sha-Mir-103-P2,0,0,0
Oan-Mir-1421-P10,0,1,0
Asu-Mir-71,1,1,1
Cpi-Mir-181-P2a,1,1,0
Cpi-Mir-24-P2,0,1,0
Tca-Mir-10-P2,0,1,0
Mdo-Mir-325,1,1,1
Hme-Mir-9-o2,0,0,0
Bta-Mir-361-v1,0,1,0
Dma-Mir-965,0,1,0
Dme-Mir-4969,0,1,0
Xla-Mir-30-P2b2,1,1,0
Cmi-Mir-23-P4,0,0,0
Hme-Mir-10-P1-v1,0,1,0
Ebu-Mir-17-P3f-v2,0,1,0
Csc-Mir-305,0,0,0
Ovu-Novel-54,0,0,0
Dpu-Mir-12,0,1,0
Loc-Mir-7147,1,1,0
Mdo-Mir-3613,0,0,0
Pmi-Mir-124,0,1,0
Mml-Mir-375,0,1,0
Dpu-Novel-10,0,1,1
Hsa-Mir-455,0,0,0
Xla-Mir-10-P2b2,0,1,0
Gga-Mir-12277,0,1,0
Mmu-Mir-199-P3-v3,0,1,0
Hsa-Mir-105-P2,0,1,0
Gga-Mir-135-P1,0,0,0
Cpi-Mir-96-P3-v1,1,1,0
Dan-Mir-927-P1,1,1,0
Ovu-Novel-19,0,1,0
Dmo-Mir-184,0,1,0
Tni-Mir-223,1,1,0
Loc-Mir-146-P4,0,0,0
Dre-Mir-430-o2d2,1,0,0
Oan-Mir-92-P1a7,1,1,0
Rno-Mir-448,1,1,1
Cfa-Mir-551-P1,1,0,0
Cbr-Mir-7579,0,1,0
Dmo-Mir-2-P8,0,0,0
Mal-Mir-142-P1-v3,1,1,0
Lgi-Mir-9,0,0,0
Sha-Mir-7284,0,1,0
Mal-Mir-181-P1a1,0,0,0
Tni-Novel-3,1,1,0
Lpo-Iab-4-P5,0,0,0
Asu-Mir-2-o11a,1,1,0
Oan-Novel-1,0,1,0
Dre-Mir-101-P2-v1,1,1,0
Xtr-Mir-430-o5m,1,0,1
Csc-Mir-34-P19c,0,0,0
Aca-Mir-130-P1c,1,1,0
Oan-Mir-137-P1-v2,0,1,0
Tgu-Mir-30-P1d,1,1,0
Cli-Mir-146-P4,1,0,0
Ocu-Mir-142-P1-v4,0,0,0
Mml-Mir-1912,0,1,0
Cpo-Mir-12073,1,0,0
Mml-Mir-430-P49,1,0,0
Loc-Mir-17-P1c,0,0,0
Pbv-Mir-10-P1b-v1,0,1,0
Pma-Mir-130-P1o3,1,1,0
Isc-Mir-36,0,1,0
Cmi-Mir-137-P1,1,1,0
Lpo-Mir-31-P13,0,0,0
Spt-Mir-22-P1b,0,0,0
Xtr-Mir-430-o5a11,1,0,1
Lpo-Mir-87-P1h,1,0,0
Spt-Mir-17-P1a,0,0,0
Mun-Mir-124-P3-v1,0,1,0
Ami-Mir-459,0,0,0
Cbr-Lsy-6,0,1,0
Sto-Let-7-P1b,1,1,0
Pbv-Mir-137-P3-v1,1,1,0
Rno-Mir-361-v2,1,1,1
Ocu-Mir-506-P7e,0,1,0
Oan-Mir-128-P1,0,1,0
Sha-Mir-17-P1c,0,0,0
Cpi-Mir-1677-P1b,0,1,0
Dya-Mir-277,1,1,0
Xla-Mir-17-P2c4,0,0,0
Gga-Mir-10585,0,0,0
Ocu-Mir-425,0,1,0
Dre-Mir-430-o1b5,1,1,1
Bta-Mir-26-P4,1,1,0
Ebu-Mir-221-P2e,0,0,0
Xtr-Mir-430-o5l19,1,0,1
Xla-Novel-4-P1,1,1,0
Lpo-Mir-10-P1k-v2,0,0,0
Rno-Mir-10-P1c-v1,0,0,0
Isc-Mir-210,0,1,0
Xla-Mir-26-P2e,1,1,0
Dsi-Mir-67-v2,0,1,0
Esc-Bantam,0,1,0
Ocu-Mir-129-P2,1,0,0
Ebu-Mir-133-P7-v1,0,1,0
Gja-Mir-34-P3d,0,0,0
Oan-Mir-430-P61,1,0,1
Xtr-Mir-101-P2-v1,1,1,0
Dre-Mir-459,0,1,0
Dan-Mir-987,0,0,0
Dno-Mir-199-P1-v3,0,1,0
Obi-Novel-32,0,1,0
Cpo-Mir-1251,1,1,0
Tni-Mir-10-P2d2,0,1,0
Ocu-Mir-1343,0,1,1
Sha-Mir-375,0,1,0
Cpo-Mir-450-P2,0,0,0
Ami-Mir-96-P3-v2,0,0,0
Hme-Mir-29-P1,0,1,0
Bge-Mir-76,1,1,0
Gja-Mir-142-P2-v1,1,1,0
Oan-Mir-15-P2d,1,1,0
Xla-Mir-34-P3d2,0,0,0
Sto-Mir-10-P3b,0,1,0
Efe-Mir-2689-P2,1,0,0
Dsi-Mir-9-P12-v1,0,1,0
Cfa-Mir-1388,0,0,0
Dmo-Novel-7-P4,0,0,0
Ami-Mir-135-P4,0,0,0
Xbo-Mir-278,1,1,1
Mml-Mir-142-P1-v4,0,0,0
Tgu-Mir-142-P1-v3,1,1,0
Bla-Mir-4872-P31b,0,0,0
Ami-Mir-126-P2-v3,0,1,1
Cmi-Mir-30-P1d3,0,1,0
Spt-Mir-29-P2b,0,1,0
Bla-Mir-4874,1,1,0
Bta-Mir-2285-P11,0,0,0
Xla-Mir-199-P1d-v1,0,0,0
Mml-Mir-130-P2b,1,1,0
Dno-Mir-374-P1,0,1,0
Dma-Mir-281,0,1,0
Ocu-Mir-154-P26,1,1,1
Xla-Mir-430-o5q2,1,0,0
Ebu-Mir-153-P7,1,1,0
Hsa-Mir-199-P2-v2,1,1,0
Oan-Mir-146-P4,0,0,0
Cpo-Mir-506-o3,0,1,1
Cel-Mir-238,0,1,0
Sha-Mir-7398-o7,1,1,0
Cmi-Mir-128-P2,0,1,0
Cmi-Mir-133-P3-v2,0,1,0
Mml-Mir-218-P2,0,0,0
Gga-Mir-143,0,1,0
Bge-Mir-10-P4,0,0,0
Dme-Mir-1175,1,1,0
Mdo-Mir-193-P1b,0,0,1
Mun-Mir-181-P1c,0,0,0
Gja-Mir-199-P3-v1,0,0,0
Cin-Mir-4073,1,1,0
Lpo-Mir-87-P2g,1,0,0
Tgu-Mir-137-P1-v1,1,1,0
Xla-Mir-22-P1b4,0,0,0
Ocu-Mir-28-P3,0,1,0
Cgi-Mir-184-P15b,0,1,0
Dno-Mir-34-P2a,0,0,0
Esc-Novel-12,0,1,1
Mun-Mir-10-P1b-v2,0,0,0
Tca-Mir-219,0,0,0
Spt-Mir-196-P1,0,1,1
Csc-Mir-9-P26,0,0,0
Xla-Mir-130-P2b3,1,1,0
Mml-Mir-642,0,0,0
Esc-Mir-2-o22j,0,1,0
Bta-Mir-184,0,1,0
Mml-Mir-760,0,1,0
Ami-Mir-130-P2a,1,1,0
Bta-Mir-103-P1,0,0,0
Bge-Mir-929-v1,0,1,0
Xla-Mir-29-P2d4,0,1,0
Tni-Mir-9-P3a,0,0,0
Hsa-Mir-425,0,1,0
Sto-Mir-26-P4,1,1,0
Cpo-Mir-221-P1a,0,0,1
Ete-Mir-338-P2-as,0,1,0
Bfl-Mir-129-P7,0,0,0
Cpo-Mir-15-P1a,1,1,0
Lch-Mir-489,0,0,0
Gmo-Mir-96-P1a,1,1,0
Dan-Let-7,0,1,0
Gja-Mir-133-P4-v1,0,1,0
Pma-Mir-15-P1o2,1,1,0
Sto-Mir-126-P2-v3,0,1,1
Hme-Mir-216-P1,0,1,0
Cfa-Mir-154-P3a-v2,0,0,1
Ovu-Mir-124,0,1,0
Spu-Mir-10-P3,0,0,0
Mml-Let-7-P2c1,0,1,0
Gja-Mir-34-P3c,0,1,0
Gmo-Mir-96-P3a-v1,1,1,0
Lch-Let-7-P2a3,0,1,0
Cpi-Mir-199-P3-v3,0,1,0
Xla-Mir-31-P17,0,1,0
Mdo-Mir-137-P3-v1,1,1,0
Gja-Mir-190-P3,0,0,0
Cbr-Mir-231,0,1,0
Mml-Mir-124-P3-v1,0,1,0
Cmi-Let-7-P2b2,0,1,0
Mml-Mir-506-P6a,0,1,0
Loc-Mir-27-P4,1,1,0
Cpi-Mir-137-P3-v1,1,1,0
Dno-Mir-190-P3,0,0,0
Sha-Mir-148-P4,1,1,0
Bta-Mir-2285-P4,1,0,0
Efe-Mir-10-P5a,0,1,0
Bta-Mir-15-P1b,1,1,1
Cbr-Mir-315,1,0,1
Lch-Mir-9-P3,0,0,0
Gga-Mir-130-P2b,1,1,0
Bta-Mir-2388,0,0,0
Oan-Mir-19-P2a5,0,1,0
Mun-Mir-17-P4d,0,0,0
Cbr-Mir-124-P10,0,1,0
Mml-Mir-651,0,0,0
Xtr-Mir-430-o5k16,1,0,1
Hsa-Mir-3059,0,1,0
Rno-Mir-128-P2,0,1,0
Sto-Mir-30-P1a,1,1,0
Pbv-Mir-199-P2-v2,1,1,0
Mml-Mir-362-P2-v1,0,0,1
Mml-Mir-126-P2-v3,0,1,1
Mdo-Mir-7360-P3e,0,0,0
Bta-Mir-154-P13,1,1,0
Cli-Mir-8-P2a,0,1,0
Dan-Mir-959-v2,0,1,0
Asu-Mir-8,0,1,0
Cmi-Mir-138-P1,1,0,0
Xtr-Mir-430-o5c1,1,0,1
Gmo-Mir-9-P1a,0,0,0
Ebu-Mir-124-P6-v2,0,1,0
Mdo-Mir-7371-P6,0,1,1
Cbr-Mir-7580-P2,0,1,0
Mml-Mir-876,1,1,0
Dre-Mir-130-P1b1,1,1,0
Dya-Mir-10-P4,0,0,0
Xla-Mir-17-P2a3,0,0,0
Ami-Mir-181-P2b,0,1,0
Pma-Mir-19-P2g,0,1,0
Loc-Mir-460-P2,1,1,0
Tgu-Mir-101-P1-v1,1,1,0
Lch-Mir-205-P4,0,0,0
Gmo-Mir-204-P2,1,0,0
Loc-Mir-196-P3,0,1,0
Sha-Mir-137-P1-v2,0,1,0
Gmo-Mir-135-P4a,0,0,0
Dme-Mir-973,0,0,0
Oan-Mir-1-P3,0,1,0
Gga-Mir-133-P1-v1,0,1,0
Ocu-Mir-214-v1,0,0,0
Ete-Mir-452-v1,0,1,0
Bta-Let-7-P2a3,0,1,0
Mun-Mir-181-P2c,0,1,1
Gja-Mir-10-P1c-v2,0,0,0
Dan-Mir-193-P1-v4,0,1,1
Bla-Novel-10,0,1,0
Aca-Mir-5405,0,0,0
Cli-Mir-153-P2,1,1,0
Mdo-Mir-7371-P39,0,0,1
Mml-Mir-488,0,1,0
Cpi-Novel-1,0,1,0
Dno-Mir-34-P3c,0,1,0
Esc-Mir-153-P18a,0,1,0
Cbr-Mir-36-o8a,0,1,0
Sto-Mir-210-P2,0,1,0
Ete-Mir-490,0,1,1
Pma-Mir-17-P2h,0,1,0
Pbv-Mir-92-P1a,1,1,0
Gmo-Let-7-P2b3a,0,1,1
Loc-Mir-29-P2d-v2,0,1,0
Hme-Novel-3,0,0,0
Dre-Mir-460-P2,0,1,0
Hsa-Let-7-P2a3,0,1,0
Tgu-Mir-490,0,1,1
Dre-Mir-30-P1o1,1,1,0
Asu-Mir-375,0,1,0
Spt-Mir-24-P2,0,1,0
Ete-Mir-130-P1c,1,1,0
Cbr-Let-7-P8,0,0,0
Pma-Mir-17-P3h-v2,0,1,0
Lpo-Mir-10-P1p-v1,0,1,0
Mml-Mir-95-P3-v1,0,1,0
Dno-Mir-204-P1,1,0,0
Obi-Novel-59,0,1,0
Lpo-Bantam-P10,0,1,0
Mml-Mir-3140,1,0,0
Rno-Mir-337,0,1,0
Tca-Mir-3843,0,1,0
Hsa-Mir-3146,0,1,0
Lgi-Mir-278,0,1,1
Bta-Mir-136-v2,0,0,0
Ovu-Mir-8,0,1,0
Cpo-Mir-370,0,0,1
Gga-Mir-726,1,1,0
Mdo-Mir-1251,1,1,0
Mmu-Mir-154-P10,1,0,0
Cel-Mir-73-P2,0,1,0
Isc-Novel-1,0,0,1
Rno-Mir-210,0,1,0
Sha-Mir-10-P2d,0,1,0
Hme-Mir-2-P8,0,0,0
Gga-Mir-31,0,1,0
Sha-Mir-430-P1,1,1,0
Oan-Mir-181-P1a,0,0,0
Xtr-Mir-430-o5l6,1,0,1
Obi-Novel-90,1,0,1
Cpi-Mir-17-P4c,0,0,0
Xtr-Mir-425,0,1,0
Dmo-Novel-11,0,1,1
Dre-Mir-430-o1b4,1,1,1
Cel-Mir-2208-P1,1,0,0
Spt-Mir-199-P1,0,0,0
Ete-Mir-15-P2d,0,1,0
Bge-Mir-29-P1k,0,1,0
Dno-Mir-210,0,1,0
Cmi-Mir-221-P2a,0,0,0
Tni-Mir-34-P3c,0,1,0
Gja-Mir-142-P2-v2,0,0,0
Mmu-Mir-506-P27,1,1,1
Hsa-Mir-430-P49,1,0,0
Bta-Mir-7180,0,1,1
Ebu-Mir-29-P1f,0,1,0
Aca-Mir-101-P1-v2,1,0,0
Xla-Mir-1805-P1,0,1,0
Cpi-Mir-1788,0,1,0
Cbr-Mir-9-P14,0,1,0
Cpo-Mir-128-P1,0,1,0
Cpi-Mir-128-P2,0,1,0
Ete-Mir-199-P1-v1,0,0,0
Bta-Let-7-P2b3,0,1,1
Cbr-Mir-279-o7,0,1,0
Xla-Mir-8-P2a1,0,1,0
Csc-Mir-96-P3x,0,0,0
Cpo-Mir-154-P13,1,1,0
Mmu-Let-7-P2c2,0,1,1
Xla-Mir-150-P2,0,1,0
Mal-Mir-191,0,0,0
Mml-Mir-383-v1,1,1,0
Isc-Mir-153,0,1,0
Mmu-Mir-3057,1,1,0
Dan-Mir-193-P1-v3,0,0,0
Dre-Mir-338-P2b,0,1,0
Loc-Mir-727-P3-v2,0,0,0
Spt-Mir-430-P3,1,1,0
Cfa-Mir-2355,0,1,0
Aca-Let-7-P2c1,0,1,0
Pma-Mir-130-P2o2,1,1,0
Loc-Mir-24-P1,0,1,0
Tgu-Mir-2954,0,1,1
Isc-Mir-96-P3,0,0,0
Cbr-Mir-7596,0,1,0
Sto-Let-7-P1c,0,1,0
Cel-Mir-54-P1,1,1,1
Bfl-Mir-8-P2,0,1,0
Lch-Mir-146-P1,1,0,0
Mun-Mir-375-P7a,0,1,0
Tgu-Mir-140-P1-v1,0,0,0
Ete-Mir-154-P21,0,1,0
Dre-Mir-184-P2,0,1,0
Spt-Mir-147,0,0,0
Hme-Mir-67-v1,0,1,0
Cpo-Mir-375,0,1,0
Lch-Mir-8-P1b,0,1,0
Rno-Mir-133-P3-v2,0,1,0
Efe-Mir-1996-P3,1,1,1
Sha-Mir-7371-o19,0,0,0
Pma-Mir-27-o2,1,1,0
Bfl-Mir-281,0,1,0
Ebu-Mir-144-v2,1,1,0
Tca-Mir-190,0,1,0
Xla-Mir-34-P3b1,1,1,0
Ocu-Mir-3085,0,1,0
Loc-Mir-29-P2d-v1,0,1,0
Sme-Bantam-P19,0,1,0
Mal-Mir-129-P2b,1,0,0
Ovu-Mir-1993,1,1,0
Sto-Mir-24-P1,0,1,0
Dno-Mir-10-P3c,0,0,0
Ebu-Mir-205-P6,1,0,0
Gmo-Mir-142-P1-v2,0,0,0
Pfl-Mir-10-P3j1,0,0,0
Pbv-Mir-130-P1b,1,1,0
Ocu-Mir-154-P7,0,1,0
Oan-Mir-1421-P25,0,1,0
Dno-Mir-221-P1a,0,0,1
Rno-Mir-744,1,1,0
Dme-Mir-971,0,1,0
Loc-Mir-181-P1c,0,0,0
Gga-Mir-1729,0,1,0
Hsa-Mir-154-P4a,0,0,0
Rno-Let-7-P2c2,0,1,1
Cpi-Mir-30-P2a,1,1,0
Oan-Mir-1422-P4,1,0,0
Hsa-Mir-27-P2,1,1,0
Cpi-Mir-9595,0,1,0
Rno-Mir-130-P1c,1,1,0
Ete-Mir-124-P2-v1,0,1,0
Cpo-Mir-670,1,1,0
Mdo-Mir-7301,0,1,0
Sko-Mir-4818-P1,0,0,0
Rno-Mir-101-P2-v2,1,0,0
Ebu-Mir-23-P6,0,0,0
Dre-Mir-191,0,0,0
Dre-Mir-92-P2c,0,0,0
Cli-Mir-103-P2,0,0,0
Oan-Novel-3,0,0,0
Ami-Mir-124-P4-v2,0,1,0
Hsa-Mir-33-P1,1,1,0
Sto-Mir-30-P1d4,1,1,0
Xtr-Mir-430-o5a3,1,0,1
Dsi-Mir-2-P9-v1,0,1,0
Lpo-Mir-2001,0,0,0
Mml-Mir-29-P1d-v1,0,1,0
Mmu-Mir-190-P3,0,0,0
Cfa-Mir-1296,1,0,0
Ocu-Let-7-P2c2,0,1,1
Mmu-Mir-430-P7a,1,0,1
Dpu-Mir-33,1,1,0
Tni-Mir-140-P1-v2,0,1,0
Csc-Mir-137-P22,1,1,0
Gmo-Mir-34-P1,0,0,0
Mml-Mir-337-v2,1,1,0
Hsa-Mir-5586,0,1,1
Dme-Mir-956-v1,1,1,0
Rno-Mir-671,0,1,0
Tni-Mir-142-P1-v2,0,0,0
Mmu-Mir-92-P1d,0,1,0
Dme-Mir-962,1,0,1
Hsa-Mir-31,0,1,0
Cpo-Mir-124-P2-v2,0,1,0
Hsa-Mir-431,1,1,0
Cfa-Mir-210,0,1,0
Hsa-Mir-551-P2,1,0,0
Gmo-Mir-92-P1a2,1,1,0
Cin-Mir-4017-P1,0,1,0
Mmu-Mir-19-P1a,0,1,1
Ebu-Mir-133-P5b-v2,0,1,0
Cgi-Mir-184-P9,0,1,0
Loc-Mir-148-P1,1,1,0
Pbv-Mir-124-P4a,0,1,0
Lpo-Mir-2-P4j,1,1,0
Bla-Mir-4863,0,0,0
Hsa-Let-7-P2a2,0,1,0
Sme-Mir-7-P22,0,0,0
Xla-Mir-101-P2a-v2,1,0,0
Gmo-Mir-10-P1c1-v1,0,1,0
Mml-Mir-137-P1-v2,0,1,0
Lpo-Mir-87-P2i,1,0,0
Oan-Mir-103-P4,0,0,0
Mml-Mir-506-P6b2,0,0,0
Cfa-Mir-187,0,1,1
Xtr-Mir-153-P2,1,1,0
Xla-Mir-430-o6a,1,1,1
Cfa-Novel-1,0,0,0
Obi-Mir-1994-P2,1,1,0
Dpu-Novel-9,0,0,1
Cpi-Mir-199-P2-v3,0,1,0
Oan-Mir-1375,0,0,0
Mdo-Mir-23-P3,0,0,0
Dno-Mir-199-P1-v1,0,0,0
Pfl-Mir-92-o45,0,1,0
Mun-Let-7-P2a4,0,1,0
Pma-Mir-133-o2-v2,0,1,0
Ete-Mir-193-P1a,0,0,1
Xla-Mir-2184-P3,1,0,0
Mml-Mir-23-P3,0,0,0
Tni-Mir-17-P2a2,0,0,0
Cmi-Mir-92-P2c,0,0,0
Efe-Mir-2690-P4,1,1,0
Xla-Mir-142-P1a1-v4,0,0,0
Lan-Mir-12-P3,0,0,0
Mml-Mir-190-P1,0,0,0
Rno-Mir-1955,0,0,1
Dre-Mir-128-P2a,0,1,1
Lan-Mir-10-P4e,0,0,1
Spt-Mir-132-P2,1,1,0
Aca-Mir-216-P2b,0,1,0
Mdo-Mir-142-P1-v2,0,0,0
Spt-Mir-9-P4,0,0,0
Sme-Mir-281,0,1,1
Cbr-Mir-355,0,1,0
Cmi-Mir-551-P1,1,0,0
Mal-Mir-23-P2a,0,0,0
Mdo-Mir-7398-P14a,1,1,0
Lgi-Novel-1,0,0,1
Lpo-Mir-276-P3,1,1,0
Sha-Mir-1306,1,0,0
Pma-Mir-1-o1,0,1,0
Dre-Mir-199-P1a-v1,0,0,0
Cli-Mir-221-P1a,0,0,1
Tni-Let-7-P2a2b,0,1,0
Xtr-Mir-29-P1b-v1,0,1,0
Dno-Mir-15-P1a,1,1,0
Mml-Mir-199-P2-v1,0,0,0
Pbv-Mir-124-P2-v2,0,1,0
Spt-Mir-132-P1,1,1,0
Pma-Mir-130-P4o3,1,1,0
Bta-Mir-153-P2,1,1,0
Ocu-Mir-138-P1,1,0,0
Cli-Mir-190-P1,0,0,0
Sto-Mir-19-P1a-v1,0,1,0
Isc-Mir-317,1,1,0
Cpo-Mir-340,0,1,0
Xla-Mir-205-P1a,1,0,1
Oan-Mir-1419-P2c,1,1,0
Gmo-Mir-128-P2a,0,1,0
Mml-Mir-133-P2-v2,0,1,0
Xtr-Mir-430-o5k5,1,0,1
Nve-Mir-2043-P1,0,1,0
Dno-Mir-196-P1,0,1,0
Mml-Mir-181-P1a,0,0,0
Rno-Let-7-P1c,0,1,0
Mmu-Mir-598,0,1,0
Tgu-Mir-103-P2,0,0,0
Cpi-Mir-9593,1,1,1
Bla-Mir-4857,0,1,0
Csc-Mir-133-P19b,0,1,0
Oan-Mir-137-P3-v2,0,1,0
Oan-Mir-1327,0,1,0
Cel-Mir-796,0,0,0
Ebu-Mir-9-P5,0,0,0
Mml-Mir-506-P4d,0,1,0
Cfa-Mir-154-P31,0,1,0
Ete-Mir-194-P2,0,1,0
Mml-Mir-9-P1,0,0,0
Lch-Mir-96-P1,1,1,0
Mml-Mir-592,1,1,0
Oan-Mir-30-P1d,1,1,0
Xtr-Mir-430-o5k17,1,0,1
Dno-Mir-15-P1b,1,1,1
Ocu-Mir-154-P36,0,0,0
Mml-Mir-1301,1,1,0
Ocu-Mir-430-P5,1,0,0
Aca-Mir-19-P2c,0,1,0
Mml-Mir-154-P1,1,0,1
Sha-Mir-9-P1,0,0,0
Dre-Mir-142-P2-v1,1,1,0
Gga-Mir-9-P3,0,0,0
Ocu-Mir-197,0,1,0
Mmu-Mir-874,0,1,0
Cmi-Novel-9,0,0,0
Bta-Mir-101-P1-v2,1,0,0
Ete-Mir-28-P1,0,1,0
Obi-Novel-23,0,0,0
Dre-Mir-7133,0,1,0
Xla-Mir-9-P3d,0,0,0
Dme-Mir-7,0,1,0
Bla-Mir-4872-P16,0,0,0
Esc-Novel-13,0,1,1
Efe-Novel-1,0,1,0
Cmi-Mir-130-P3a,1,1,0
Dno-Mir-133-P3-v2,0,1,0
Cbr-Mir-357-P1,0,0,0
Sha-Mir-181-P1b,0,0,0
Xla-Mir-430-o4b,1,1,0
Dme-Mir-29-P2g,1,1,0
Cmi-Mir-124-P2-v2,0,1,0
Mml-Mir-430-P41,1,0,0
Mmu-Mir-96-P1,1,1,0
Dno-Mir-459,0,0,0
Sha-Mir-216-P2b,0,1,0
Bla-Mir-2070-P2,0,0,0
Cbr-Mir-4813,1,1,0
Cbr-Mir-22-P2-v2,0,1,0
Esc-Mir-216-P1,0,0,0
Hme-Mir-306,0,1,0
Aae-Mir-3-P2a2,0,1,0
Sha-Mir-140-P1-v1,0,0,0
Cpo-Mir-140-P1-v2,0,1,0
Dan-Mir-2-P3b,0,1,1
Lpo-Mir-36-P11,0,1,1
Mmu-Mir-430-P7b,1,0,1
Sha-Novel-4-P3,0,1,1
Mal-Mir-181-P2a1,1,1,0
Oan-Mir-19-P2a6,0,1,0
Cli-Mir-2970,0,1,0
Mml-Mir-15-P1a,1,1,0
Loc-Mir-96-P1,1,1,0
Tgu-Mir-140-P1-v2,0,1,0
Ete-Mir-10-P2d,0,1,0
Aca-Mir-8-P3a,0,1,0
Cli-Let-7-P2b4,0,1,0
Hsa-Mir-126-P2-v3,0,1,1
Mml-Mir-455,0,0,0
Xtr-Mir-430-o5a9,1,0,1
Rno-Mir-154-P10,1,0,0
Gja-Mir-10-P2b,0,1,0
Mun-Mir-10-P2b,0,1,0
Lan-Mir-750,1,1,0
Gga-Mir-30-P2d,1,1,0
Cfa-Mir-935-v2,0,1,1
Tca-Mir-3863,0,1,0
Bta-Mir-219-P3,1,0,0
Pma-Mir-96-P3o1,0,0,0
Lgi-Novel-3-P1,0,1,1
Gga-Mir-203-v2,1,1,0
Pma-Mir-129-o1,0,0,0
Xla-Mir-17-P2c3,0,0,0
Dmo-Mir-9-P11,0,1,0
Ovu-Mir-315,1,1,0
Cfa-Mir-10-P1b-v2,0,1,0
Mal-Mir-124-P1a-v2,0,1,0
Cfa-Mir-8908-P4a2,0,0,0
Xtr-Mir-430-o5c6,1,0,1
Mdo-Mir-32,1,1,0
Cpo-Mir-96-P3-v1,1,1,0
Rno-Mir-154-P5,1,0,0
Gmo-Mir-26-P4,1,1,0
Bge-Novel-24,0,1,1
Bla-Mir-4872-P5,0,0,0
Cli-Mir-130-P2b,1,1,0
Obi-Novel-37,1,0,1
Cpo-Mir-127,0,1,0
Ami-Mir-142-P2-v3,1,1,0
Loc-Mir-27-P1,1,1,0
Cli-Mir-1416,0,0,0
Npo-Mir-216-P2j,0,0,1
Pbv-Mir-133-P1-v2,0,1,0
Hsa-Mir-199-P3-v3,0,1,0
Ete-Mir-92-P1d,0,1,0
Tni-Mir-214-P1-v1,0,0,0
Cte-Mir-375,0,1,0
Gja-Mir-30-P2b,1,1,0
Dre-Mir-26-P1b,1,1,0
Esc-Mir-190,0,0,0
Mmu-Mir-1929,0,1,1
Ete-Mir-19-P2a,0,1,0
Xtr-Mir-29-P2b,0,1,0
Cte-Mir-1994,0,1,0
Xla-Mir-150-P1,0,1,0
Bfl-Mir-92-o5,1,1,0
Mml-Mir-27-P2,1,1,0
Bge-Mir-317,1,1,0
Cfa-Mir-330-v2,0,0,0
Dno-Mir-506-P7g,0,1,0
Pfl-Mir-10-P1,0,1,0
Bta-Mir-192-P1,1,1,0
Spt-Mir-33-P3,1,1,0
Spt-Mir-34-P1,1,1,0
Dre-Mir-126-P2a-v2,0,1,0
Lgi-Mir-31,0,0,0
Lch-Mir-208-P1,0,0,0
Mdo-Mir-1544-P1g,0,0,0
Ocu-Mir-24-P2,0,1,0
Gga-Mir-1788,0,1,0
Gga-Mir-1596,0,0,0
Rno-Mir-17-P2a,0,0,0
Oan-Mir-1421-P45,0,1,0
Gga-Mir-15-P1b,1,1,0
Dre-Mir-430-o2a12,1,0,0
Dsi-Mir-281-P1-v2,0,1,0
Xla-Mir-142-P1a2-v2,0,0,0
Cpo-Mir-196-P4,0,1,0
Bge-Mir-184,0,1,0
Tni-Mir-124-P1b-v2,0,1,0
Dsi-Mir-959-v2,0,1,0
Gga-Mir-19-P2a,0,1,0
Oan-Mir-338-P2,0,1,0
Dre-Mir-124-P4-v1,0,1,0
Lpo-Mir-210-P10,0,1,0
Dno-Mir-486,0,1,0
Dma-Mir-184,0,1,0
Cmi-Mir-181-P2a,1,1,0
Cfa-Mir-1912,0,1,0
Mun-Mir-187,0,1,0
Tni-Mir-181-P1b1,0,0,1
Mdo-Mir-101-P1-v2,1,0,0
Cfa-Mir-191,0,0,0
Mdo-Mir-7371-P17,0,0,0
Dme-Mir-977,0,1,0
Xtr-Mir-430-o5l5,1,0,1
Gmo-Let-7-P2a2a,0,1,0
Mun-Novel-1,0,0,0
Cte-Mir-2705,0,1,1
Mmu-Mir-430-P2,0,0,1
Gja-Mir-217-v2,0,0,0
Hsa-Mir-1913,0,1,0
Cgi-Mir-10-P3,0,0,0
Pma-Mir-10-P2o2,0,1,0
Tgu-Mir-137-P1-v2,0,1,0
Dpu-Mir-2-P4,1,1,0
Dno-Mir-1249,0,0,0
Loc-Mir-30-P2d,1,1,0
Rno-Mir-592,1,1,0
Aca-Mir-130-P2a,1,1,0
Xtr-Novel-1,1,0,0
Mmu-Mir-1-P1,0,1,0
Rno-Mir-181-P1c,0,0,0
Cbr-Mir-85,0,1,1
Sko-Mir-184,0,1,0
Mal-Mir-124-P2a-v2,0,1,0
Loc-Mir-128-P1,0,1,0
Mdo-Mir-199-P1-v1,0,0,0
Cbr-Novel-5,1,1,1
Bge-Novel-21,0,1,0
Bpl-Mir-375,0,1,0
Mml-Mir-148-P1,1,1,0
Cli-Mir-140-P1-v2,0,1,0
Tni-Mir-219-P2a,0,0,0
Pbv-Mir-8-P3a,0,1,0
Dre-Mir-29-P1d1,0,1,0
Dsi-Mir-67-v1,0,1,0
Spt-Mir-129-P2,1,0,0
Gmo-Mir-10-P1d1-v1,0,0,0
Tgu-Let-7-P2c1,0,1,0
Lgi-Mir-2722,1,1,0
Tni-Mir-724-P2-v2,0,0,0
Dre-Mir-10-P2c1,0,1,0
Mal-Let-7-P2b4a,0,1,0
Dno-Mir-149,1,0,0
Cli-Mir-30-P2d,1,1,0
Sha-Mir-34-P2b,0,0,0
Hvu-Novel-7,0,0,0
Dno-Mir-27-P2,1,1,0
